,author,stars,date,text
259,Leah C.,"My husband and I were in the area because we needed to catch a flight the following morning. We found this place on Google because it was a popular place with great reviews. 

Although we were both recovering from colds, we decided to make our one and only night in SF a fun one. Sadly, we ordered and as the appetizers were coming out, my husband decided he couldn't sit and eat so we took it Togo. Our waitress was friendly and nice and more than accommodating. 

Once we got to our car, we dug in and it was good! I ordered the shrimp brochette. Hubs had the seared ahi. We got a bowl of chowder to split and the calamari. Everything was on point. I didn't try the chowder, but my husband said it was really good especially with the crab topper. The calamari had jalapenos and onions add to it, which made it so much better than regular calamari. My shrimp brochette was delicious. The seared ahi was really good too. 

Overall, I would recommend this place. It's on Pier 39, which is a great tourist spot for shopping and hanging out. It's a little pricy, but definitely a restaurant you would want to go to for a night out with friends or a date night.
",2019-01-07,4.0
260,Olivia G.,"Best service ever. love their calamari, shrimp and of course their claim chowder soup. We will be back for sure. Thank you Juan.
",2019-09-07,5.0
261,Monica K.,"Long wait on a Sunday afternoon and no advance reservations allowed. Walked through the restaurant while waiting to use the restroom and saw at least 10 empty tables. Hostesses were also rude when approached to ask wait times. 

Food was okay. Tried the clam chowder bread bowl and shellfish platter. You can find a bread bowl on any corner of the wharf and you're overpaying to eat it here. The crab in the shellfish platter had little to no meat in it. Entree was covered in too much garlic. We also had 2 vegetarians in our party and extremely limited options available-- they tried a couscous with veggie and pasta with veggie dishes. Both bland and lacked salt. 

If you're looking for overpriced food with a good view, this is your spot.
",2018-07-02,3.0
262,Marisol T.,"Obviously the sourdough chowder bowl is life! I mean it was creamy and so flavorful. I had never had chowder, so I was not sure what to expect. Wow did they really surprise me. Service was great, we got a table with a view of the bay. The fish and chips was very good also, we were all happy to have made reservations so we did not have to wait much. This was an awesome lunch, please don't miss this place, it's totally worth the hype!
",2019-07-24,5.0
263,Erica K.,"This place was amazing. We got the clam chowder in a bread bowl. The most amazing clam chowder I ever had and I am from the east coast. We also got the Dungeness crab cocktail which was so fresh and paired so well with the cocktail sauce. The finishing touch was the seafood penne. Amazing!
",2019-02-21,5.0
264,Tristina B.,"Bottom Line: I was drawn in by the clam chowder and didn't find it that awesome! Service is lovely, nice view, but touristy area.

Food: Granted, clam chowder is EVERYWHERE in this area, but the reviews for Fog Harbor along with the appetizing pictures drew me in. I was looking for a nice dinner and chose this place. I thought the food was OKAY for the prices, but nothing TJ blow my socks off. I didn't think the lump crab added to my clam chowder was anything special to be honest! The drinks, however, I loved! 

Atmosphere: It looks a little fancy, but you can come as is. I enjoy the location by the water although the tourist crowd that's on the way of getting there can be annoying.... but if you're dining in this area you already know what to expect!

Service: Our server was great- no complaints!

Overall I feel like you can go somewhere a tad bit better if you're looking for your nice dinner :)
",2018-07-02,3.0
265,Debbie L.,"i came here when i went to sf because it was the most highly rated on yelp.
i give this 4 stars because it was good food, but it was pricey and nothing about the meals were too particularly good. i understand the price was high because we did get good seafood dishes, and our claim chowder with crabs in it as well, but we also ordered a fish and chips and it was good, but not great. 
i would recommend this place if you'd like to splurge a bit, but also the place comes with an amazing view so it's a nice place to try while vacationing and touristing!
",2019-08-03,4.0
266,Courtney J.,"This is definetly a tourist trap but, if you're eating at Pier 39 you should have expected it. That aside this is very nice restaurant. Quite busy even in a late Sunday evening. The restaurant does validate the parking garage if that's a concern.

Down to the Food: I sat at the bar as it was super busy and the bartender was very nice and attentive but it's the bar at pier so it is slammed. I had the clam chowder and it's very thick creamy and has a good flavor. It's the ""Award Winning"" but very simple. No thrills but good. I also ordered the garlic roasted whole crab. The garlic is strong. Though it seems to be missing a key flavor the crab is fresh and pairs nicely with the garlic. I'd ask for a side of drawn butter as the plate is indeed missing a certain something. The green beans are flash cooked but with a good crunch. However, there's no seasoning to them. I enjoyed the meal overall but, I'm sure San Fran has more to offer on the seafood scene.
",2019-07-15,4.0
267,Kourtney M.,"Utilized yelp waitlist and only waited less than 10 mins to be seated. I forget our waitress' name, but she was short with curly hair. She was funny and nice.

Our waitress brought over sourdough rolls with butter, this was delish (esp the butter). We started with a bowl of clam chowder to share. It had a good amount of clams in each scoop and was very good.

Our waitress dropped off bibs for the mess we're about to encounter and she put the bibs on for us! Not sure if she was supposed to but i found it amusing. Thought she might be cracking the crab shells for us but we weren't that lucky. Lol

We ordered the lobster roll which came on a buttery bun served with house made potato chips. The lobster could've had a little more butter/taste, but still good. The chips were just ok.. not much taste. We also got the seafood platter for 1 to share. There were about 6 pieces of each seafood (shrimp, mussels and clam) with a piece of crab. They were all soaking in an amazing buttery herb garlic sauce which we dipped the lobster roll in. The sauce was sooo delicious!!

Our check came with a biscoff cookie for each person and a coupon at the bottom of the receipt for 20% off our coffee purchase at the biscoff store (downstairs).
",2019-03-14,5.0
268,Marla L.,"Excellent ambiance, amazing food, and fantastic service. 

Walked in on a Monday afternoon, no reservations available for that evening but told to come back for a walk in. Came in around 6pm and was seated within 5 mins at window table with a beautiful water view. Attended to right away, and perfectly throughout the night. 

Went with the house salad and split the special of scallops and crab risotto between the two of us. They brought it out already portioned on two separate plates which is always a nice touch. I'm not even a huge scallop fan because of the texture, but they were so good I ate them all. And that risotto!! I really just wanted to jump in a vat of it...so buttery, creamy, and downright delicious!!

Great experience and highly recommended!!
",2018-07-03,5.0
269,John C.,"My girlfriend and I came here when we were walking around Fisherman's Wharf.  The scene is extremely noisy and crowded, but that was to be expected in this part of town.  The food was ok.  We shared the ciopino.  If you happen to be in the area, stop by. Otherwise, I think you'd be safe skipping Fisherman's Wharf altogether.
",2019-06-11,3.0
270,Trinh V.,"We came here on a Friday night and we were lucky that we got a reservation that day! When we walked in there was already a crowd of people waiting to be sat and now I can see why. Most places on the water are tourist traps and the prices are usually high but we were on vacation and also wanted to see the sunset so here goes it. 

We requested a table next to the window where we could see the sunset. Our waitress was kind and we had no issues here with service.

Drinks:
-Hibiscus Marg (4.5/5): Delicious! A sweet but not too sweet drink. 
-Lipstick Lemondrop (3.5/5): Not my fav lemondrop. It was ok

Food:
-1/2 Baked Oysters (5/5): I am such a huge connoisseur for baked oysters and these were so delicious. It's hot so be careful. I requested no bacon. 

-Shellfish Platter (4/5): It comes with 1/2 crab, mussels, clams, shrimp, and potatoes. The whole platter is doused in butter and it lays on a puddle of butter and garlic. The minced garlic tasted amazing. The butter was a little overwhelming but it was decent and filling. It's pretty messy so they have a bib for you. 

-Fried Combo: I did not try this so I can't rate this dish.

-Creme Brûlée (4/5): Omg I'm not a huge creme brûlée fan but they have the best creme brûlée I have ever tasted!

-Blondie (4/5): So nutty and delicious!

The sunset was covered by the clouds so we couldn't see much but from what we could see it was beautiful! Delicious food and great service.
",2018-06-17,4.0
271,Lydia R.,"Delicious food and plenty of options for us non seafood eaters.

Husband and oldest daughter had some big plates of seafood and said wasa delicious.

Crab, calamari, fried fish - all delicious and moist to the ""T"". 
The rolls served with butter was delicious.
Perfect warmth and crunchiness and the butter had the right consistency and flavor.

Chicken penne has amazing flavor too.

It was also my daughters birthday, they gave her a free dessert and we sang HBD to her. Made the dinner even better. 

The staff was awesome.

Much love from this TEXAS family to this restaurant.
",2019-02-03,5.0
272,Nathan L.,"We looked around on the Google to see what restaurants were near Fisherman's Wharf and check out menus. In the past, I haven't done my research and had less than awesome experiences here. Just because they all serve fish doesn't mean they all do it right! 

We liked the menu and the establishment looked upscale so we decided to give Fog Harbor Fish House a try for dinner. We arrived without reservation (Thursday) and we had a 20 min wait. We decided to wait at the bar and my buddy tried a new type of whisky (Balvenie 17) per the bartender recommendation. He was stoked with it!

The table was ready soon after and we decided on the menu items. We shared the crab cakes starter, I had a bowl of chowder, and then the Seafood Mixed Grill. My buddy had the bread bowl chowder with crab as an entree. Let me tell you, everything was delicious! The crab cakes were cooked to perfection and had many levels of flavor. The chowder was among the best I've had, and the mixed grill was superb! The least favorite part was the mashed potatoes which were not quite creamy how I like best, but I was more than full by this time so it didn't matter much. 

The service was excellent from bartender to server to farewell from the staff upon departure. I highly recommend Fog Harbor Fish House if you want top notch seafood at reasonable prices. Nothing to complain about here. Check it out!
",2018-06-21,5.0
273,Prasiddha H.,"Came to Fog Harbor on a Wednesday for lunch and luckily there wasn't much of a wait. This place is in the heart of pier 39 and an extremely popular place to come to. I decided to check it out. Now let me say that my rating for this restaurant is purely on the food that I had as the service was exceptional. During my time here I was able to order and true:

Clam chowder - this was really good but I did not find it exceptional. I feel I've had better chowder in seattle although they did not skimp on the clam which was provided in the chowder

Cioppino - I was very disappointed by this dish as another friend had told me she liked it when she went. I felt that the broth here was not flavorful and also a little on the salty side. The seafood here is definitely fresh but what is food if it's not in a proper sauce

Crab cakes - this was the only dish which I enjoyed as the cakes were crispy warm and full of crab! I really enjoyed this one and would try if one decided to visit
",2018-12-23,3.0
274,Aaron N.,"This is probably the best fish on pier 39. You get a wide variety of food and it is worth eating. I got a salmon and sliders. The sliders were to die for with the sauce and the aioli. The salmon was also pretty good. I tried some of the fish and chips from my friends plate an they were pretty good. The bread and butter was also a great start to a wonderful meal. The view is great because we saw the pier and some seals. The seating isn't crowded and spaced correctly. The service is great and I was impressed by how fast they came. Overall I totally recommend this to anyone who loves food and a great view. 

   -Aaron Nguyen
",2018-12-28,5.0
275,Leah S.,"Well, for starters we came here for the clam chowder because it said ""Award Winning"". Server then asked us, ""that's it?!"" When that was all we ordered, well along with a clam appetizer. Anyways, server did not refill our waters once or ask how we were doing. I had asked for Tabasco and he completely forgot. Meanwhile, he waited hand and foot on other tables around us. Made us feel like second class citizens. So sad! Will not be returning here. Take off the ""Award Winning"" Clam Chowder if you're going to make people feel ""less than"" for ordering just that. On a positive note my husband did say the steamed clams were delicious.
",2019-09-26,1.0
276,Cynthia C.,"My boyfriend brought me here for my birthday dinner. We were seated at a window seat during sunset and it was perfect.
The waiter was extremely sweet and very attentive during the evening as it slowly got busier in the restaurant full or tourists, definitely not a locals spot especially since its on Pier 39.

We ordered the calamari, caesar ""salad"", cioppino and the filet mignon topped with crab. 
Everything was delicious along with the bread and butter they serve you while you wait for your food. The calamari came out very quickly. The best part was that he asked ""if we ready for our entrees"" instead of just throwing them onto the table and being stuck with all the food. 

LET ME TALK TO YOU ABOUT THE DESSERT!!! 
So they bring out a plastic version of the desserts they offer so you can see what they have to offer. I immediately said ""everything!"" it all looks so good! But since we were sharing i went for the Duo dessert which was the creme brulee and chocolate molten cake with ice cream. TO DIE FOR! I did not care how full I was I wanted to finish the dessert. Next time I'm trying the banana pudding.
",2018-06-13,5.0
277,Ralph R.,"Went for lunch while in San Francisco. It's a large Restaurant on Pier 39 on the upper level. The window seats overlook the harbor and the ""Sea Lion Resting Area"". 
We started with the award winning clam chowder and I could certainly see why it won the award. It was delicious. So was the Dungeness Crab cocktail. 
Of course we had to have the Cioppino which was fantastic. The steamed whole Dungeness Crab was well received. And the Crab Ceviche was outstanding. 
Not only was the food very good, so was the service.
",2018-06-25,5.0
278,Bret R.,"We were looking for dungeness crab in the fisherman's wharf area. Fog Harbor was listed as #1. Considering how touristy this area is, we weren't sure of the quality we would get. Overall, dining experience was great. Quick service, great sourdough bread, dungeness crab cakes were delicious, fish and chips were standard, nothing different than most places nearby, and the lobster roll was fine. I'm spoiled with Luke's and their butter soaked, garlic-y lobster along with their perfect bun. But these are not Maine lobsters so we weren't expecting the same. Overall, food was worth the price and we had good and fast service. Our cocktails were good as well. Would I go back? Probably not. But I'd suggest it to anyone looking for food on that strip.
",2019-07-03,4.0
279,Andrea K.,"First time here with my friend and we loved it! It's located on the 2nd floor in pier 39, shouldn't be too hard to find. Our waiter was super friendly, joked around a lot with us and even helped us with pulling out the meat from the crabs. I can't stress enough how delicious this place is, even though it can be a little pricey but if you love seafood you will enjoy this place. You can also request sitting near the window with the view of the harbor and sea lions. I didn't take a picture of the clam chowder but we got it in the bread bowl and it was so creamy i felt like i was in heaven!! Will definitely be coming back
",2019-02-09,5.0
280,Gregg B.,"I was really looking forward to eat at Fog Harbor

The reviews and photos on yelp made this place seem great

I walked over from my hotel and sat at the bar to watch the NBA playoffs with the SF Bay in the background- not a bad setting

Ordered a beer and a Prisoner wine

So far all was good- but the food to me was so so

I ordered the steamed clams to start and to me although tasty, it was overly salted and smothered in corn- to me not successful

I also had their famous Cioppino which seemed to lack flavor- disappointed

I don't know if I will come back- next time I go to Sotto Mare to try that
",2018-06-08,3.0
281,Jenica B.,"I was very impressed with the food here, especially their clam chowder and scallops with crab risotto. I'd recommend this place to anyone in the area, and I understand why it has such a reputation.
",2019-05-22,4.0
282,Brianna N.,"Fog Harbor 100% lived up to the high expectations I had after reading so many great reviews!

This cute spot is on Pier 39, so at first I thought, oh no! It's a tourist trap! But it was a damn good one! The view overlooking the bay is stunning and can be seen from a majority of the tables in the dining room. 

I had to get the hibiscus margarita when I saw it won best margarita in San Francisco; it did not disappoint! Soooo good, if you're feeling a cocktail, go for this one! 

For a little app, my husband and I split a bowl of the clam chowder (which they kindly split into two cups for us) with the dungeness crab. Holy. Smokes. It's honestly the best clam chowder I've ever had. I'd say it's a must-order from this place. For the mains, the hubbs got the sea scallops with crab risotto. He  said it was the best risotto he's ever had and grudgingly gave me a bite- it was amazing! I don't think I would have shared had it been mine (jk, kind of). I felt like I had to do the cioppino since it's an SF classic, and I enjoyed it! I much prefer olive oil based sauces or a white sauce to red sauces, but the seafood was all so fresh and delicious, I didn't even mind. I'm really glad I tried it!

Don't let not getting a reservation keep you from going. We went for a late lunch/early dinner (around 4 o'clock on a Tuesday) and didn't even have to wait. This was my fave meal of our SF trip, highly recommend!
",2018-07-10,5.0
283,Irene V.,"Came here on a date with my boyfriend, stunning view. Delicious food had some pasta and a clam chowder in the bread bowl with lobster on top. If you don't have clam chow when you come to SF it's like you didn't come lol.

The blackberry specialty drink was delicious.
",2019-07-19,5.0
284,Arjan N.,"Oh my - I've been skipping places like these at the fisherman's wharf for so long, thinking its all overpriced bland food with long waiting lines. I generally go for the street side clam chowder which is good enough for me.

I was wrong. This place was definitely worth it, from the actual food to the views of the water and the GG bridge. I had forgotten what good service was (living in SF), so this place was a good reminder. 
Their presentation was good, and the place is super clean.

I would def bring family here every time they visit SF.
Its on the pricy side so you've been warned.
",2018-12-11,5.0
285,Chris M.,"This restaurant offers fine dining set on the second level of Pier 39. You will hopefully not have to wait long, but the waiting area offers comfortable seating with a gas fireplace and waterfall feature. I opted for the Yelp waitlist feature, which proved to be very useful. We waited a few minutes once we checked in, but I noticed a party of five that arrived right after us had to wait about 45 minutes. (We were a party of six, with two small children and two younger teens.)

The restaurant had a lovely ambience, with large windows spanning the walls. The restaurant was very busy and filled with couples, families, and other parties of varying number. The walkway through the restaurant was quite narrow, but they seemed to maximize the use of their space, as seating itself was fine. There was extensive bar seating, as well as booths and tables.

The menu had a good offering of seafood options, even on the kids menu. The kids menu not only included typical offerings like grilled cheeses and burgers, but also salmon and grilled shrimp. There were also some food options for those in your party that might not like seafood.

Table service was prompt and excellent. I was impressed with how quickly our food arrived. The restaurant was very busy, but the food arrived quickly even by conventional standards.

We were offered delicious rolls with whipped butter, after placing our order. Among our party, we ordered cheeseburgers, clam chowder in a bread bowl, lobster roll, and crab tater tots, as well some ginger beer.

All orders were excellent. I was pleasantly surprised by the potato chips, which are made in-house; they are slightly thicker than regular crisps, and have a great crunch.

Prices are not cheap, but not surprising/typical given it's a seafood restaurant and on Pier 39 (and my children's over-ordering of non-alcoholic ginger beer).

I can't offer any information regarding parking as I arrived with a group and did not have to worry about parking.I
",2019-05-05,5.0
286,Tonya B.,"Nice restaurant..great service.

Fish was really good. Friend got the lobster roll, she said it was excellent. 

Will definitely return on next visit to the Bay Area.
",2019-02-27,4.0
287,Dmitry K.,"Great location! Can't beat being on a water right on a pier 39. Busy place. However you can put yourself into a waiting list here on Yelp. Do it. The place is very large, many tables and the line moves quickly.

Try the clam chowder. Add crab on top (if it's available, it is a seasonal thing). Its is really good, light and creamy. Menu says they won an award for it in 2018. I can agree, it's a must. They got small cups too. Check out the picture.

Tips: clam chowder is fantastic & try local draft beers from Sonoma valley.
",2018-12-28,5.0
288,Vickie Z.,"Don't let the location of Pier 39 scare you off as a tourist trap. Having lived in the city for over 3 years, this is one of THE BEST seafood places I've ever had. Recommend making reservations so you can ask for a window seat next to the water... oh, and the seals.

The meal: 
* Clam chowder ($9 for bowl) - This is their award-winning clam chowder. Wowza, I could see why! Forget Boudin, this is the winner right here. They give you so much variety and freshness of seafood in this bowl of goodness right here. Plus, no need for a bread bowl when they serve complimentary sourdough bread for the table. IMO, dipping the bread and soaking up all the chowder flavor is much better than having a bread bowl. Mmm!

* Jumbo Scallop & Crab Risotto ($35) - SEASONAL ITEM. Wow again. These were some of the best scallops I've ever had in my life. They were so buttery and juicy and perfectly seared. The risotto was creamy and the crab made it even more flavorful. The dab of pesto was a nice touch. 

* Cioppino ($34) - Ok to be fair, by the time this came out, I had stuffed myself silly with sourdough bread and the above two dishes. This was still amazing though. Very flavorful and wonderfully decorated with an abundant of seafood. No tough pieces, everything F R E S H. Note, they provide you bibs so don't be afraid to get the cioppino the normal way (and opt out of the additional $6 services for the ready-to-eat way). 

All their menu items come from 100% sustainable seafood. Additionally, service was wonderful. They knew we were sharing all items, and split our entrees into two beautifully plated dishes. Everything was divine.
",2018-06-04,5.0
289,Carl C.,"Awesome experience dining here. It was our first time and worth the wait on a busy Sunday afternoon. The highlight was Jane's service at our table; she was extremely attentive and knowledgeable.  The way she guided us through the menu you'd think she worked in the kitchen with  the chef. Great work Jane. Thanks Fog Harbor for delightful seafood afternoon.
",2019-06-30,5.0
290,Nick E.,"We wanted to end our trip with a nice dinner, and saw all the wonderful reviews of Fog Harbor. Let me tell you, it exceeded our expectations and would love to go back when we return to San Fran.
",2019-05-20,5.0
291,Tisha D.,"For a seafood restaurant I expected more. There was a smelly odor, like a dirty mop was used or the carpets needed to be cleaned. On to the food, we ordered a whole garlic crab the flavor and size was very disappointing. Garlic noodles that came out as boiled noodles with nothing on them, we had to send them back for them to dump some seasoning on them-major fail! I ordered the scallops (scallops are my favorite) and they came out RAW. Had to send them back and they were still really undercooked.  I will not return.
",2019-08-06,2.0
292,Jeremy Y.,"This is a very touristy overpriced place. Let me preface that, and also preface that I don't eat land animals so this review will be mostly based on the dish that I ate. 

We came here for a birthday dinner and a bunch of my company got the award winning clam chowder. They thought it was okay and nothing special. We also go the dungeness crab cakes which were actually quite delicious. We all ended up getting a 4 person shellfish tower, which ended up being super expensive but very delicious. The quantity of the food was amazing and it was delicious. Overall it was a balance of just okay, very pricey, very crowded, but not all bad. So I'm giving it an average review.

The service was ok, our guy was nice and refilled out water when he could, but he was definitely busy. 

If anyone has any questions or concerns about this place, please feel free to contact me I'll be happy to answer any questions that may come my way.
",2018-12-22,3.0
293,Benedict A.,"Came here for dinner last night.  Its right on pier 39 overlooking the marina.  Seevice was good.  Our waitress was nice and attentive.  Ambience was inviting.  Food though was sub par, especially for the price.  The seafood was so so.  Following is a breakdown of what we ordered.
Appetizers
Calamari- crunchy batter.  Well seasoned.  Had only 1 dipping sauce.  4/5 stars
Steamed clams- broth was good, great flavors.  Actual clams were very small and not cooked well. 3/5
Baked oysters- this was so over priced.   $37 for a dozen, and man were they small!!  They should put ""baby oysters"" under their description of it because it was that small.  They are not worth it at all.  Yea the sauce and topping on it was good, but its not worth $37. 1/5
Garlic bread with blue cheese.  Bread was toasted well and the blue cheese is really in your face.  But it was a good balance.  4/5
Main course
Lightly seared ahi tuna steak with garlic jasmine rice and vegetables.  The ahi tuna was nice and thick.  Barely seared edges with the nice raw interior.  Taste was good.  But the soy sauce on the rice was just too much!!  Made it way to salty and unpalatable.  3/5
Clam chowder with crab meat on top was really good.  The chowder was thick and creamy.  And the crab meat (extra $7) was well worth the cost.  Large chunks of crab meat and they were pretty generous with the amount of crab meat they put on it.  Most definitely the best thing I had here.  5/5
Drink
Moscow mule.  Amount of alcohol they put in it was light.  And for $14 I would have expected a lot more alcohol content.  Flavors tho were light.  Wish it had a fruitier flavor to it.  There was also too much ice in it and it really watered down the flavor. 2/5.

For 5 people and drinks the bill came out to over $380.  Location is great but for the price you're only really paying for the view.  Because the food here... was not impressive.   I had fresher seafood (better cooked as well) in Denver #pappadeaux.
",2018-12-07,3.0
294,GG J.,"Birthday lunch.  We were greeted with a smile and sat with a great view of the bay and Alcatraz Island.  Our server gave us some great recommendations on the menu and even gave us a complementary piece of delicious chocolate banana bread pudding with vanilla cream dessert.  We ordered the seafood tower that had 1/2 a live main lobster, 1/2 crab, 6 large shrimp, mussels and fresh local oysters.  All of the seafood was fresh, sweet and delectable.  Our waiter Adam was a great host and attended to our every need.  Thank you Fog Harbor!
",2019-06-14,4.0
295,Sara L.,"Last night we had dinner at Fog Harbor fish house. 
We had a reservation as this place can get busy. 
We were seated promptly and the view was amazing, the atmosphere was romantic and not too casual. Our server was very nice.

For our starter he had the famous clam chowder with crab on top and I had the oysters. Both were very tasty. Of course his clam chowder was more filling but I definitely loved my light but super nutritious fresh oysters. 

My entree was the mixed grill of salmon, cod and shrimps with veggies. Very tasty and juicy salmon, but the shrimps had the best taste and the cod, well that is why this place got 4 stars instead of 5, the cod was off, not very fresh or tasty. 

His entree was sole with vegetables and potato purée. He  loved it and I had a bite of the sole that was really yummy. 

We felt really good after this dinner and walk on the pier and will be back here soon again.
",2018-12-14,4.0
296,Ashley M.,"Excellent food!!! Perhaps tonight was an off night with the kitchen and the staff as food came out wrong and staff was very short.. still going to come back for the food!!
",2019-08-23,4.0
297,Dixie D.,"Great chowder, sour dough bread. Fantastic seafood penne and the shellfish platter the other day was great. That's why we decided while in town to eat there again. Great staff and very friendly. We go again when back in town.
",2019-08-09,5.0
298,Roger S.,"This place is always busy, waited for about an Hr for our table but can't blame for being at a busy tourist place. A bit pricey but the food is great, the service was awesome and its one of those places you just have to try before leaving Pier 39.
",2019-08-08,5.0
299,Alan T.,"Very tasty. 
One of the best seafood on Pier 39.  Medium price range (low 20s to high 40s for a main, ~50 for the meal). 
Crab is fresh
",2019-05-23,5.0
300,Liza F.,"My boyfriend and I only stopped by during happy hour when we had finished walking around Fisherman's Wharf. This is definitely one of the better stops on this pier - the ambiance, food, service, etc. We sat at the bar and the bartender was knowledgeable about the different cocktails and wines. We had ordered the garlic spicy shrimp appetizer which wasn't anything to talk about, but still had a great time hanging out. Great view as well if you're by the windows! I'd definitely love to try their dinner menu next time in town.
",2019-05-07,4.0
301,Erik A.,"In town for a turn around trip and was browsing Yelp for an interesting place to eat.    The reviews on yelp were super strong I had to try because I couldn't believe it.  Well, the reviews were spot on!   Food was nothing short of superb.    I had the chili shrimp app with a bowl of clam chowder.  The shrimp were succulent and tasty and the clam chowder.....well, let's just say I had to refrain from eating the entire bread bowl and licking the plate (hence making a spectacle of myself).  Both dishes were done so well.   If you are a New England chowder fan, this is the place for you.   I had to write this review now before I waddled back to my hotel and passed out from a food coma.
",2019-06-25,5.0
302,Crystall C.,"Best FOOD EVER!!! Seafood and the view was well worth the wait. When we come back to San Fran this will be our place of choice. Make sure to get the crab cakes and clam chowder.
",2019-09-03,5.0
303,Robert H.,"Location is nice if you are looking for somewhere in a touristy place.  I sat near the restrooms at a middle table.  The table at times was awkward as people were always walking by my food.  

As for the food, I had the clam chowder bread bowl, crab cakes and fish & chips.  Chowder was good not great, but the bread bowl made it better.  Crab cakes were good and same for the fish.  I had a good experience here and the staff was on point.   I didn't think the food was amazing but might go back someday.

Bob,
We were there on Sunday the 25th of August.  I think the staff did great.  The layout of the establishment felt extremely cramped.  I get it, it is a business and more tables = more business.  Just felt like there was no personal space for the duration of our meal.
",2019-08-27,3.0
304,Sophia J.,"The wait was longer than we were informed. It was raining horribly outside they told us the wait was an hour but we ended up waiting an hour and a half. That was the only flaw. The muscle fries were absolutely amazing I will come back just for that.
",2018-12-24,5.0
305,Wendy W.,"So. It was pricey. The view is of the dock harbor is on one side and seals on a dock the other side. It is crowded, so I recommend reservations if your going for lunch or dinner on the weekend. The shell fish tower was really fresh and good and the highlight. We could of just eaten that with our drinks and stopped...but eh.  If you like sweet drinks try the lipstick lemon drop. 
You can park in the garage across the street from the pier. Make a day of of it and go and visit the illusion museum (also recommend a reservation), Madame Tussaud's, Ripley's believe it or not and the Blue and gold fleet. Just wander around the piers, yes there is more then one.
",2019-04-20,5.0
306,Kaitlyn D.,"Our dinner at Fog Harbor was good. It is definitely a tourist trap. The view of the bay is lovely but we didn't feel our meals were worth the price we paid. Being pregnant, I loved that they offered non-alcoholic ""cocktails"". I had the strawberry basil nojito and it was delicious. We started with a Caesar salad to share and it was underwhelming. I could have prepared a better one at home. My husband also had a cup of the clam chowder which he said was very good. He got the cioppino and said it was good but not worth the price. I had the flat steak, which again was good but not worth the price. Our service was ok but not to the standard I expect from a restaurant of this caliber. If ever in the San Francisco area again, I don't think we'll return.
",2019-05-03,3.0
307,Marian M.,"Very popular place at Pier 39 in San Francisco Fisherman's Wharf. The restaurant is always crowded and you have to wait. We ended up eating at the bar table which was perfectly fine. The service was good and the food is really tasty.

Lugar muy popular en Pier 39 en Fisherman's Wharf en San Francisco. El restaurante esta siempre lleno de gente y vas a tener que esperar. Terminamos almorzando en las mesas de la barra lo cual estuvo perfecto. El servicio estuvo muy bien y la comida súper sabrosa.
",2019-04-06,4.0
308,Brittney P.,"All because of a picture posted on Instagram my friends and I found ourselves here for dinner on a Sunday around 5pm. 

The outside waiting area was cute with a fireplace. We walked into an empty bar but most of the dinner tables were occupied. The view was nice (wish we could have sat right next to the window but no biggie). The restaurant was very nice and the natural light was great. I loved the ambiance. Oh yeah the view... was beautiful. We were able to watch the sunset!

The sourdough bread was amazing! It was perfectly baked. We loved it, better than Boudin's. We ordered a Stella, House Cab, and House White Zin for drinks. My girlfriend ordered the seafood Penne pasta and a cup of clam chowder. Our friend ordered the lobster tails and the house salad. I ordered the lobster tails and a cup of clam chowder. Holy wow! It was all so delicious! The clam chowder was hands down the best clam chowder I have ever had. The lobster tails were succulent and a great size! The dish could feed two if an appetizer and sourdough bread were consumed. The mashed potatoes with chives were moist. The green beans were overcooked and limp. The seafood pasta was great. The amount of seafood in the pasta was ""overwhelming"" in a good way. They did not skimp out on the seafood. It was a delight to see that the amount of seafood the pasta was the perfect amount. 

The service was great. Our waitress was super attentive and very nice. 

Definitely recommend this place. Pricey (for me) but you get a view with exceptional food. Worth every penny!
",2018-12-11,5.0
309,Yvonne F.,"Yummy claim chowder, salad and fish and chips! Nice view of the harbor! Good service too!
",2019-07-13,4.0
310,Vicki A.,"One of our favorites! I normally avoid the restaurants at Pier 39 because they are crowded and overpriced but I make an exception for this place. Yes, it is crowded but the wait usually isn't too long or sometimes we eat at the bar.  The main reason we come here are for the mussell fries. They are to die for!  We typically enjoy all of the food we order but these keep us coming back on a regular basis. Almost all of the tables have a lovely view. Combine that with attentive, fast service makes this place worth coming back to again and again! For those that are gluten free (like me) the menu is labeled and they have plenty of options.
",2019-01-06,4.0
311,Evan L.,"Enjoyed the meal very much.  Great food, lovely service, super setting, and was given a great view table on a late reservation.  Touristy for sure but really good anyway! :)
",2019-08-19,4.0
312,Joan H.,"Came here on a whim with my family for a day at the pier!

We were looking for a snack, and was convinced on this Shellfish Platter which was spectacular! Service was great. We were greeted and seated immediately. Our server was excellent--especially putting our bibs on. Not to mention, we had a nice view of the bay even though we were not sitting next to the windows.

The food? Bread was nice and toasty. The Shellfish Platter was finger licking good. There was enough food for the four of us. Everything was cooked perfectly and tasty. The toasted bread that was part of the platter made a great addition. There was plenty of sauce to dip the seafood in as well as mixing it with the side of garlic noodles.

Overall, definitely a 5 star from me for service, food quality, and view!
",2018-11-30,5.0
